ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງສຸກສາລາ,Referral to Community Health Center,ກວດກາເບິ່ງຄວາມພ້ອມດ້ານບໍລິການ ແລະ ກຳນົດການນັດໝາຍ,Check availability of service and schedule of appointments,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງສຸກສາລາ,Referral to Community Health Center,ຂໍຄວາມຍິນຍອມຈາກຄົນເຈັບ ແລະ ຄອບຄົວເພື່ອນຳສົ່ງຄົນເຈັບ,Get informed consent from person and the family for referral,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງສຸກສາລາ,Referral to Community Health Center,ຈັດກຽມການສົ່ງຕໍ່ໄປຍັງສະຖານບໍລິການປິ່ນປົວ,Organize the referral to the health facility,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງສຸກສາລາ,Referral to Community Health Center,ຖ້າຈໍາເປັນ​ໃຫ້ສະໜັບສະໜູນທາງດ້ານການເງິນສໍາລັບການເດີນທາງ ແລະ ຄ່າໃຊ້ຈ່າຍດ້ານການແພດຕ່າງໆ,If needed provide financial support for transportation and/or medical expenses,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງສຸກສາລາ,Referral to Community Health Center,ຢືນຢັນການເຂົ້າຮ່ວມການປຶກສາຫາລືດ້ານການແພດ ແລະ ການປິ່ນປົວທີ່ໄດ້ຮັບຈາກສະຖານບໍລິການປິ່ນປົວ,Confirm attendance at medical consultation and any treatment received from the health facility ,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງສຸກສາລາ,Referral to Community Health Center,ຢືນຢັນການຮັບ ຫຼື ການຊື້ຢາປົວພະຍາດ,"Confirm receipt of, or purchase of medications",,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງສຸກສາລາ,Referral to Community Health Center,ຊຸກຍູ້ໃຫ້ນຳໃຊ້ຢາປົວພະຍາດຕາມແພດສັ່ງ,Encourage correct use of any medication prescribed by doctor,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງສຸກສາລາ,Referral to Community Health Center,ຕິດຕາມ ແລະ ຊຸກຍູ້ ການນຳໃຊ້ຢາປົວພະຍາດ ນຳທ່ານໝໍ,Monitor correct use of medication with the doctor,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ກວດກາເບິ່ງຄວາມພ້ອມດ້ານບໍລິການ ແລະ ກຳນົດການນັດໝາຍ,Check availability of service and schedule of appointments,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຂໍຄວາມຍິນຍອມຈາກຄົນເຈັບ ແລະ ຄອບຄົວເພື່ອນຳສົ່ງຄົນເຈັບ,Get informed consent from person and the family for referral,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຈັດກຽມການສົ່ງຕໍ່ໄປຍັງສະຖານບໍລິການປິ່ນປົວ,Organize the referral to the health facility,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຖ້າຈໍາເປັນ​ໃຫ້ສະໜັບສະໜູນທາງດ້ານການເງິນສໍາລັບການເດີນທາງ ແລະ ຄ່າໃຊ້ຈ່າຍດ້ານການແພດຕ່າງໆ,If needed provide financial support for transportation and/or medical expenses,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຢືນຢັນການເຂົ້າຮ່ວມການປຶກສາຫາລືດ້ານການແພດ ແລະ ການປິ່ນປົວທີ່ໄດ້ຮັບຈາກສະຖານບໍລິການປິ່ນປົວ,Confirm attendance at medical consultation and any treatment received from the health facility ,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຢືນຢັນການຮັບ ຫຼື ການຊື້ຢາປົວພະຍາດ ຫຼື ອຸປະກອນອຳນວຍຄວາມສະດວກ,"Confirm receipt of, or purchase of medication or medical assistive product",,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຊຸກຍູ້ໃຫ້ນຳໃຊ້ຢາປົວພະຍາດຕາມແພດສັ່ງ,Encourage correct use of any medication as prescribed by the doctor,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital, ຕິດຕາມ ແລະ ຊຸກຍູ້ໃຫ້ນຳໃຊ້ຢາປົວພະຍາດ ນຳທ່າໝໍ,Monitor correct use of medication with the doctor,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ສົ່ງເສີມການໃຊ້ອຸປະກອນອຳນວຍຄວາມສະດວກ,Encourage use of assistive product,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຕິດຕາມການໃຊ້ອຸປະກອນອຳນວຍຄວາມສະດວກ ນຳພະນັກງານສາທາລະນະສຸກ ເມື່ອຈຳເປັນ,Monitor correct use of assistive product with health staff (when needed),,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,"ຊຸກຍູ້ໃຫ້ສຳເລັດໃນຄຳແນະນຳດ້ານການແພດ / ການປິ່ນປົວໂດຍ ພະນັກງານສາທາລະນະສຸກ (ເຊັ່ນ: ການເຄື່ອນໄຫວ,ຈັດທ່າ ແລະ ເປົ່າລົມໃສ່ກະຕຸກ ສຳລັບບັນຫາດ້ານການຫາຍໃຈ)","Encourage completion of any other medical advice/ treatment provided by health staff (e.g. movement, positioning or blowing in a bottle for respiratory conditions",,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health,ນຳສົ່ງໂຮງໝໍເມືອງ,Referral to District hospital,ຕິດຕາມຄວາມສຳເລັດໃນຄຳແນະນຳດ້ານການແພດ / ການປິ່ນປົວໂດຍ ພະນັກງານສາທາລະນະສຸກ,Monitor completion of other medical advice/ treatment provided by the health staff,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health, ນໍາສົ່ງໂຮງໝໍແຂວງ,Referral to provincial hospital,ກວດກາເບິ່ງຄວາມພ້ອມດ້ານບໍລິການ ແລະ ກຳນົດການນັດໝາຍ,Check availability of service and schedule of appointments,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health, ນໍາສົ່ງໂຮງໝໍແຂວງ,Referral to provincial hospital,ຂໍຄວາມຍິນຍອມຈາກຄົນເຈັບ ແລະ ຄອບຄົວເພື່ອນຳສົ່ງຄົນເຈັບ,Get informed consent from person and the family for referral,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health, ນໍາສົ່ງໂຮງໝໍແຂວງ,Referral to provincial hospital,ຈັດກຽມການສົ່ງຕໍ່ໄປຍັງສະຖານບໍລິການປິ່ນປົວ,Organize the referral to the health facility,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health, ນໍາສົ່ງໂຮງໝໍແຂວງ,Referral to provincial hospital,ຖ້າຈໍາເປັນ​ໃຫ້ສະໜັບສະໜູນທາງດ້ານການເງິນສໍາລັບການເດີນທາງ ແລະ ຄ່າໃຊ້ຈ່າຍດ້ານການແພດຕ່າງໆ,If needed provide financial support for transportation and/or medical expenses,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health, ນໍາສົ່ງໂຮງໝໍແຂວງ,Referral to provincial hospital,ຢືນຢັນການເຂົ້າຮ່ວມການປຶກສາຫາລືດ້ານການແພດ ແລະ ການປິ່ນປົວທີ່ໄດ້ຮັບຈາກສະຖານບໍລິການປິ່ນປົວ,Confirm attendance at medical consultation and any treatment received from the health facility ,,
ປັບປຸງດ້ານສຸຂະພາບກາຍ,Improved physical health, ນໍາສົ່ງໂຮງໝໍແຂວງ,Referral to provincial hospital,ຢືນຢັນການຮັບ ຫຼື ການຊື້ຢາປົວພະຍາດ ຫຼື ອຸປະກອນອຳນວຍຄວາມສະດວກ,"Confirm receipt of, or purchase of medication or medical assistive product",,
